Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
AFIXAO_clean,4.21494,6.0616,5713.78,0.54492,,0.468865364,,2.03E-12,0,0
AFIXES_clean,4.5803,6.07522,5695.96,0.55088,,0.488765513,,1.85E-09,0,0
AFOQUI_clean,2.71115,3.8581,2076.4,0.44336,,1.604412254,,0,0,0
AFOTOF_clean,6.36575,8.69883,1583.54,0.59888,,3.080905404,,9.13E-10,1.15E-23,0
AFOTUL_clean,6.59253,8.73476,1600.49,0.59974,,2.814765709,,1.10E-09,1.30E-16,0
AFOVAT_clean,6.17904,8.1551,1593.02,0.59804,,3.413977312,,1.49E-09,4.33E-14,0
AFOVEX_clean,6.60179,8.72644,1626.11,0.60772,,2.613845646,,1.16E-09,7.61E-15,0
AFOVIB_clean,6.32768,8.65174,1570.05,0.59758,,3.384209693,,7.54E-10,6.97E-20,0
AFOVOH_clean,6.508,8.70812,1598.69,0.60412,,3.066772297,,0,8.50E-14,0
AFOYAW_clean,3.62166,5.81712,2290.64,0.58026,,0.582216672,,5.72E-11,0,9.52E-11
AFOYEA_clean,2.2244,3.30354,894.191,0.45556,,0.165322153,,7.15E-36,0,7.01E-35
AFOYEB_clean,5.61917,5.7112,2077.04,0.38644,,0.152033007,,0,0,1.34E-07
AFOYIE_clean,8.55426,9.05259,2404.1,0.68798,,0.163798225,,3.66E-08,7.68E-24,0
AFOYOK_clean,5.26399,7.64984,2508.04,0.57026,,0.28771853,,8.89E-10,0,2.36E-08
AFUKET_clean,4.46092,5.71814,9301.42,0.56386,,2.658422979,,0,0,0
AFUKIX_clean,5.40516,8.05083,11390,0.63646,,0.307326838,,4.76E-11,0,0
AFUPEX_clean,4.44872,5.27686,1801.62,0.61408,,0.348366162,,4.51E-08,6.06E-08,2.38E-08
AGABIU_clean,10.78519,12.53104,4467.79,0.74018,,0.022726794,,2.26E-08,2.87E-08,1.00E-08
AGARUW_clean,6.03814,6.43254,2421.47,0.5057,,0.149757238,,5.21E-08,0,0
AGAXOV_clean,5.04652,6.7568,3499.87,0.70232,,0.121893955,,3.94E-08,6.64E-08,3.87E-08
AGAYIQ_clean,2.58282,3.9327,4126.73,0.37414,,8.205809212,,0,0,4.71E-15
AGAYOW_clean,2.12092,5.63295,10762.6,0.48512,,2.046160242,,0,0,0
AGESIP_clean,2.81405,3.45495,659.382,0.37122,,1.695646341,,2.06E-09,0,0
AGIMOU_clean,2.85135,4.03314,1135.73,0.4214,,4.228695952,,1.12E-10,0,0
AGIREP_clean,6.78943,7.70114,12831,0.6754,,0.178594919,,0,0,0
AGOFEJ_clean,8.32446,12.2762,24480.1,0.73494,,0.122256983,,0,0,0
AGONAM_clean,4.65886,5.45254,1679.56,0.5408,,0.420959944,,1.50E-08,0,0
AGONEQ_clean,5.75158,6.09484,2224.39,0.65066,,0.123728846,,8.29E-08,1.77E-07,7.62E-08
AGOVOJ_clean,9.16915,13.87784,24302.4,0.77484,,0.094677197,,8.06E-09,8.06E-09,1.45E-09
AGUBUA_clean,4.46528,5.3383,2087.1,0.56248,,1.492748718,,1.23E-24,2.69E-22,1.82E-07
AGUTUS_clean,2.09041,3.40903,1637.57,0.44834,,0.244049392,,0,9.37E-37,0
AGUVOO_charged,3.68334,5.56153,10062.8,0.56196,,0.290442777,,0,1.13E-16,2.34E-16
AGUWUV_clean,3.14789,4.32313,791.15,0.45006,,0.990219879,,2.52E-08,0,0
AHAMAY_clean,3.37997,4.32958,1387.49,0.37688,,1.064746868,,0,3.75E-08,2.89E-56
AHEBAS_clean,2.71312,5.87298,5022.32,0.46538,,2.383352311,,0,0,0
AHEQAH_clean,5.57732,8.89147,5882.14,0.70476,,0.231246536,,1.83E-08,0,1.03E-08
AHINIP_clean,2.58999,3.87635,3044.76,0.39998,,0.850245261,,2.54E-21,0,0
AHIYOH_clean,4.32336,5.18971,8376.27,0.441,,1.969069655,,0,5.96E-08,0
AHIYUN_clean,2.98513,4.88027,7998.16,0.36818,,10000.72021,,0,5.92E-10,0
AHOBEG_clean,2.97223,4.61613,1796.66,0.44362,,2.385337916,,0,1.29E-165,1.20E-08
AHOJUC_clean,2.62219,3.56073,677.046,0.40684,,0.914142577,,8.50E-35,0,5.44E-11
AHOKAJ_clean,2.69359,3.53793,679.921,0.40774,,0.718772212,,5.12E-32,0,2.32E-10
AHOKIR01_clean,3.5349,3.91608,293.967,0.44108,,12.56243188,,0,0,0
AHOKIR_clean,3.42684,4.43427,587.746,0.45844,,1.600548238,,0,0,3.51E-08
AHOKOX_clean,3.49433,4.44187,658.787,0.48174,,1.03626126,,0,0,2.45E-08
AHOZAA_clean,3.05139,5.15239,6739.29,0.40366,,15.21042931,,0,1.35E-16,1.83E-08
AHUFIU_clean,5.86328,8.503,11609.7,0.65518,,0.067224062,,0,6.83E-08,2.60E-08
AHUTIH01_clean,2.85099,3.76805,1065.46,0.41786,,0.342368985,,1.20E-09,1.09E-45,0
AHUTIH_clean,3.11384,3.63086,1066.59,0.42102,,0.211545469,,2.66E-08,4.98E-46,0
AJAKON_clean,3.91597,5.01673,5002.33,0.48182,,1.153251317,,0,5.34E-08,1.19E-12
AJAMEF_clean,2.26554,3.97756,3871.63,0.38908,,3.923632319,,1.86E-23,0,0
AJAYIT_clean,4.64881,6.73498,2195.74,0.38194,,0.556668472,,0,0,6.71E-08
AJIGIL_clean,5.2123,6.17158,9118.85,0.45514,,0.199820721,,0,0,0
AJINOY_clean,2.22076,3.43251,1268.23,0.31578,,3.082502368,,0,0,0
AJOTEY_clean,5.21508,6.11108,2479.48,0.65726,,0.099518671,,1.78E-07,5.63E-08,1.25E-07
AJOVEB_clean,4.76089,5.14978,3570.04,0.41176,,0.947825075,,1.70E-09,0,0
AJOXAA_clean,3.9979,6.33239,3470.25,0.5412,,0.715646241,,0,0,3.03E-08
AJUNOK_clean,2.5078,4.834,5238.16,0.41146,,2.30707525,,3.06E-15,1.42E-106,0
AKEDIF_clean,4.98598,5.35403,3686.54,0.55138,,1.006874688,,0,4.68E-08,0
AKIXEZ_clean,4.08261,8.63985,13762.1,0.60146,,85246358.26,,0,1.46E-13,0
AKOBAF_clean,3.40931,4.52213,4648.15,0.44956,,1.467468691,,0,6.12E-08,3.13E-48
AKOHEO_clean,3.92316,5.49547,3356.34,0.50922,,0.066794444,,0,1.36E-07,2.06E-08
AKOXIJ_clean,4.26792,6.47387,9022.48,0.51672,,55.59797155,,1.41E-07,3.26E-24,1.67E-08
AKUHOD01_clean,2.79178,3.23849,920.135,0.43898,,0.036113916,,0,0,0
AKUHOD03_clean,2.78687,3.21635,908.844,0.36788,,0.050872676,,0,0,0
AKUHOD_clean,2.8023,3.25383,924.804,0.43318,,0.038611566,,0,0,0
AKUKUO_clean,4.28238,5.10714,1372.78,0.46568,,1.531851831,,0,1.85E-08,1.59E-11
ALAHUS_clean,4.88782,6.92529,12918.2,0.55186,,0.271802134,,0,0,0
ALALUU01_clean,2.87359,3.32295,957.363,0.4504,,0.026773625,,0,4.66E-83,0
ALALUU_clean,2.86952,3.32054,955.8,0.45122,,0.034287092,,0,0,0
ALAMUW_clean,5.65499,11.40163,5115.55,0.75562,,0.207905436,,2.97E-09,2.97E-09,1.95E-09
ALANAD_clean,5.61662,8.01638,12786,0.73674,,0.086033877,,1.65E-57,0,3.27E-08
ALATAK_clean,2.49385,3.47317,875.161,0.45532,,0.723989617,,0,1.06E-16,0
ALEJAE_clean,14.3901,19.65074,28646.7,0.89096,,0.032838217,,0,0,0
ALEJEI_clean,6.67446,11.23377,41091.2,0.77096,,0.110581745,,0,0,1.09E-08
ALEJIM_clean,6.77841,11.77756,41943.7,0.77534,,0.100603235,,2.59E-08,5.98E-08,9.21E-09
ALEQIT_clean,3.86177,5.58426,2118.1,0.3975,,1.253971649,,0,1.25E-08,0
ALIBUT_clean,3.63278,13.09704,12869.7,0.5687,,0.141816781,,2.08E-08,2.17E-08,2.07E-08
ALICAA_clean,3.42049,12.98742,13102.5,0.57548,,0.129872908,,3.41E-10,4.94E-10,3.34E-10
ALIFUY_clean,2.27473,4.41297,2608.85,0.42746,,3.484828963,,0,0,0
ALIPEQ_clean,2.76034,3.66197,1642.49,0.51608,,0.088417693,,6.27E-32,2.41E-13,1.61E-09
ALIXAU_clean_h,3.82082,5.78025,3909.96,0.44202,,15.22860946,,0,0,0
ALIXOJ_clean,4.74575,7.97583,3224.33,0.6251,,0.190658237,,7.40E-09,7.01E-08,9.43E-08
ALIXUP_clean,5.5745,5.83326,2802.92,0.52808,,0.056661187,,4.19E-08,0,0
ALOLES_ion_b,3.86655,5.22275,3905.53,0.4083,,0.106189316,,0,0,4.55E-261
ALOLET_charged,5.05411,9.29344,18124.7,0.62798,,1.903868894,,0,0,0
ALOLIX_charged,5.05965,8.56246,18297.2,0.64028,,0.200616547,,6.64E-09,7.43E-09,6.52E-09
ALOLIY_clean,5.87074,6.90106,5062.15,0.54194,,0.01873249,,3.25E-31,1.17E-07,2.12E-22
ALOLOD_charged,4.5825,7.31836,21113.5,0.59638,,1.517604187,,0,0,0
ALONEV_clean,4.67261,5.41437,25582.5,0.56362,,0.120946237,,0,0,0
ALUJEX_clean,4.30289,5.83857,5436.08,0.51548,,1.05746568,,0,7.05E-09,0
ALUJIB_clean,4.29108,5.90905,5415.53,0.52062,,0.999537914,,0,1.65E-08,0
ALUJOH_clean,4.33026,5.90506,5496.43,0.53244,,0.85190749,,0,8.42E-09,0
ALUJUN_clean,2.39765,4.79726,830.874,0.4897,,2.82656601,,0,7.40E-61,0
ALUKAU_clean,2.44395,4.73645,821.132,0.48458,,2.947769647,,0,3.15E-72,0
ALUKIC_clean,6.4896,8.57714,6355.56,0.77864,,0.047408202,,4.14E-08,3.47E-08,1.68E-08
ALUKOI_clean,6.49882,8.514,6330.21,0.77648,,0.047662304,,6.71E-08,6.59E-08,3.16E-08
ALUKUO_clean,6.49365,8.52493,6321.62,0.77834,,0.047885305,,6.69E-08,6.76E-08,3.26E-08
ALULAV_clean,6.47971,8.51188,6290.14,0.77786,,0.048978277,,6.88E-08,6.97E-08,3.29E-08
ALULEZ_clean,12.965,18.51689,31651.2,0.8245,,0.023096791,,0,0,0
ALULID_clean,4.7892,7.2536,3876.16,0.63786,,0.217267131,,0,4.20E-09,1.52E-08
ALURAB_clean,3.4069,6.96163,5185.38,0.49548,,0.822444207,,7.04E-09,0,0
ALUREF_clean,3.32481,6.96902,5173.92,0.49528,,0.869038721,,6.55E-09,0,0
ALURIJ_clean,3.23911,6.27046,5059.43,0.48396,,1.014693592,,7.56E-09,0,0
am301365h_si_002_clean,3.14099,11.89045,5044.2,0.6001,,0.127336749,,3.12E-11,3.06E-11,3.02E-11
AMAFOK_clean,5.46703,6.54746,1033.81,0.40346,,1.162753906,,2.31E-08,0,0
AMAGAX_clean,5.90983,6.89734,4229.68,0.41372,,0.777720133,,2.23E-08,0,0
AMALND_clean,2.54007,3.77339,2083.98,0.51388,,0.153587599,,4.92E-12,6.43E-13,1.18E-26
AMEJOS_charged,2.74606,4.41055,3203.55,0.39838,,0.712630272,,0,0,0
AMIKOX_clean,2.32028,2.81168,2479.63,0.3662,,4.138637984,,0,9.68E-20,0
AMILOY_clean,8.87226,10.9733,9221.19,0.57024,,1.063515042,,4.03E-08,1.13E-44,0
AMILUE_clean,10.45976,11.04461,4728.39,0.57846,,0.932974562,,8.39E-08,0,0
AMIMAL_clean,9.22038,10.49572,9394.04,0.57458,,1.020086219,,3.50E-08,1.16E-210,0
AMIMEP_clean,10.30671,10.84097,4711.05,0.57764,,1.011219978,,8.11E-08,0,0
AMIWID_clean,3.15175,4.79391,2056.54,0.42846,,3.498056857,,0,0,1.03E-07
AMIWOJ_clean,3.1907,4.85204,2068.07,0.42498,,3.36193975,,0,0,9.64E-08
AMIWUP_clean,3.20386,4.84056,2051.51,0.41302,,3.788844958,,0,0,9.28E-08
AMIXAW_clean,3.1922,4.82833,2034.19,0.4179,,4.035577152,,0,0,9.83E-08
AMIXEA_clean,3.20122,4.72541,2020.73,0.42204,,4.339015504,,0,0,9.04E-08
AMIZIG_clean,5.30249,5.94388,3270.26,0.41306,,0.157256622,,2.81E-08,9.52E-201,0
AMIZON01_clean,1.88741,3.48425,839.11,0.45228,,10.95780058,,0,0,0
AMODUC_clean,6.50083,8.06009,6441.06,0.77232,,0.058396246,,3.92E-08,9.58E-08,2.40E-08
AMOFAK_clean,6.28427,8.18438,12687.4,0.77132,,0.058571976,,0,3.96E-08,4.89E-08
AMOYOR_clean,3.90649,4.57358,1538.63,0.42206,,1.132721389,,1.01E-07,0,0
AMOZAE_clean,2.65104,3.61197,1346.45,0.37366,,0.228183624,,2.36E-10,0,0
AMUFAR_clean,2.44038,4.42596,1115.52,0.44744,,1.947186976,,0,4.59E-161,7.39E-202
AMUFEV_clean,2.7641,3.79832,972.096,0.41348,,2.063413309,,0,0,2.08E-171
AMUFIZ_clean,2.48306,3.80682,944.403,0.4061,,1.127568886,,0,0,0
AMUFOF_clean,4.14421,5.09513,1148.82,0.49026,,0.651041375,,3.92E-08,7.80E-14,8.39E-251
AMUPOP_clean,3.39723,4.48475,6399.52,0.40986,,5.522579056,,0,0,7.11E-08
AMUWIP_charged,8.31658,9.8518,16586.5,0.68278,,0.18917911,,2.68E-08,3.54E-08,0
AMUWUB_clean,8.38051,9.97913,3234.14,0.62326,,0.057253678,,8.46E-09,1.36E-223,0
AMUXAI_clean,7.16496,8.62017,3142.46,0.56406,,0.089000968,,1.73E-08,2.59E-271,0
ANAWIX_clean,4.60179,5.43023,3198.02,0.54528,,0.380629786,,1.38E-125,0,1.01E-07
ANAWOD_clean,5.81147,6.7365,5097.09,0.57714,,0.588772659,,0,4.11E-08,0
ANEHEI_clean,3.05863,6.39889,2914.96,0.5102,,0.854542761,,0,0,0
ANENEN_clean,3.59849,5.95108,1569.11,0.45332,,0.587566926,,0,0,0
ANENIR_clean,3.71221,6.06872,1576.71,0.4331,,0.511604076,,0,0,0
ANEPIT_clean,2.16376,3.16836,4440.56,0.34724,,0.283893613,,0,1.49E-16,0
ANIDIL_clean,3.85399,4.77351,7673.56,0.37646,,0.600005385,,0,0,0
ANOMOG_clean,5.21364,12.57012,10009.8,0.70282,,0.834046663,,0,2.50E-08,2.34E-08
ANOMUM_clean,4.71467,6.83701,2858.11,0.67666,,0.269176351,,7.26E-13,6.82E-08,3.67E-08
ANONAT_manual,5.55153,7.32994,2975.55,0.68666,,0.199364585,,1.23E-18,1.73E-08,2.67E-08
ANUGEW_clean,9.81397,14.05077,13618.7,0.81874,,0.04376077,,3.44E-08,2.65E-08,2.57E-08
ANUGIA_clean,6.43186,11.69266,5310.8,0.77106,,0.073690742,,1.75E-08,1.75E-08,1.74E-08
ANUGOG_clean,6.41533,11.45446,6878.84,0.76444,,0.095314051,,4.33E-08,4.54E-08,1.48E-08
APACAX_clean,3.92071,5.26528,7747,0.60122,,1.103816083,,0,5.01E-08,6.70E-10
APAGIJ_clean,2.98019,4.39131,2222.51,0.40166,,0.534738221,,5.04E-41,0,0
APARAM_clean,10.99583,11.94188,3299.26,0.56904,,5.143169298,,0,0,2.73E-10
APAYIB_clean,4.13932,5.94088,6122.14,0.59582,,0.903704436,,1.45E-08,0,0
APAYOH_clean,4.2665,6.12026,6194.02,0.59422,,0.847310374,,1.35E-08,9.89E-09,0
APAYUN_clean,4.02932,6.08353,6323.13,0.6018,,0.628342883,,2.72E-08,0,0
APAZAU_clean,4.42658,6.53643,8041.59,0.61868,,0.638248136,,2.98E-09,0,1.13E-07
APAZEY_clean,4.62729,6.71848,8125.2,0.61492,,0.623213411,,1.43E-08,0,8.00E-08
APAZIC_clean,4.76243,7.16208,8537.77,0.63742,,0.467176897,,0,3.11E-09,0
APAZOI_clean,4.22163,6.28759,4891.12,0.60166,,0.70341687,,1.70E-09,0,0
APEBED_clean,3.46597,4.361,1894.1,0.45864,,2.432040752,,1.43E-07,3.72E-105,0
APEBEE_clean,3.94574,5.15922,1240.74,0.47548,,1.952542409,,0,0,0
APEBII_clean,3.64084,9.65203,11453.3,0.6092,,43.45107563,,0,0,1.69E-10
APEBOO_clean,3.83433,10.51883,11778.7,0.65284,,177.8580571,,0,0,7.36E-11
APEBUU_clean,3.36477,5.02443,9791.68,0.45534,,1.146946917,,0,0,1.14E-07
APETAS_clean,2.58497,3.60863,1351.72,0.41768,,0.998118315,,1.11E-19,2.33E-52,0
APUPEH_clean,14.02858,24.88476,27514.1,0.88602,,0.025996716,,3.86E-08,3.91E-08,3.86E-08
AQAJEI_clean,1.93731,6.74141,5299.69,0.51242,,2.539843586,,0,1.29E-38,7.09E-92
AQALIO_clean,2.69396,3.46558,2299.46,0.46232,,0.05318003,,1.11E-09,1.60E-70,2.45E-09
AQALOU_clean,2.69175,3.44976,2286.8,0.46112,,0.04848224,,1.03E-10,2.59E-74,2.58E-09
AQEFOS_clean,2.3713,8.60106,2901.18,0.48672,,0.074536837,,0,0,0
AQEFUY_clean,1.94495,8.8394,5990.43,0.58128,,0.138387582,,0,4.45E-13,0
AQEGUY_clean,4.43287,5.23248,2996.76,0.48982,,1.769707843,,0,3.22E-19,1.58E-14
AQEQES_clean,5.1383,5.55802,1908,0.601,,0.277618087,,2.38E-08,4.48E-08,9.11E-08
AQEQIW_clean,5.03577,5.9422,1904.15,0.6057,,0.292960458,,1.31E-07,6.06E-13,0
AQERUL_clean,3.32167,4.69635,10922.6,0.40216,,545.3787148,,0,0,4.02E-09
AQETIA_clean,2.20441,3.65907,2256.4,0.46068,,0.065425953,,1.83E-58,1.76E-24,0
AQETUM_clean,3.16534,5.04321,1900.49,0.526,,0.090559756,,2.71E-40,1.40E-31,7.86E-08
AQIQAU_clean,5.972,7.18735,7812.86,0.64264,,0.204539116,,0,4.15E-08,2.73E-10
AQIQIC_clean,2.52832,5.97758,4435.79,0.4692,,1.104843924,,0,1.22E-11,0
AQIXUU_clean,3.39784,4.60958,787.077,0.38576,,42.18630002,,0,1.71E-08,0
AQIXUV_clean,5.04132,8.21348,5325.57,0.52294,,0.139169785,,2.47E-283,1.12E-08,0
AQMAND01_clean,2.85103,3.28579,946.695,0.44434,,0.036414836,,0,0,0
AQMAND_clean,2.84642,3.29354,1898.57,0.46782,,0.012796839,,1.22E-08,4.03E-75,3.76600000000000e-320
AQODOA_clean,2.80846,3.16461,1390.1,0.2747,,6.27173759,,7.88E-12,0,0
AQOLEZ_clean,9.41733,15.5417,6545.39,0.70426,,0.549622069,,1.11E-07,1.12E-07,4.67E-09
AQOLID_clean,8.86489,15.41896,50927.8,0.6906,,1.131050317,,0,0,0
AQOLOJ_clean,9.83028,15.80929,6638.31,0.69748,,11.63037493,,5.09E-08,5.48E-08,5.14E-08
AQOLUP_clean,9.31639,15.56112,50952.6,0.70732,,0.573289679,,0,0,0
AQOMAW_clean,6.12988,15.65177,6681.32,0.67124,,1.033528055,,9.64E-08,9.92E-08,9.77E-08
AQOMEA01_clean,9.43268,15.68933,52372,0.71096,,0.451011307,,0,0,0
AQOMEA_clean,9.56987,15.80061,53603.1,0.71554,,0.368143214,,0,0,0
AQOSEG_clean,2.83571,9.55062,14461.5,0.5826,,0.34712241,,0,4.22E-66,4.93E-11
AQOTIK_clean,3.83214,6.77503,702.348,0.56214,,1.284444976,,2.39E-08,2.39E-08,3.35E-79
AQUCOF_clean,5.00449,8.55252,3176.23,0.6557,,0.128037271,,1.47E-08,6.72E-08,0
AQUCOG_clean,10.75873,11.37252,3880.18,0.64422,,0.133988869,,0,0,3.16E-08
AQUCUM_clean,10.86032,11.47346,3883.12,0.64692,,0.133652105,,0,0,2.47E-08
AQUDAS_clean,5.0479,8.6062,3184.19,0.65554,,0.126219679,,1.86E-08,7.89E-08,0
AQUDAT_clean,3.0165,3.366,2203.86,0.33702,,5.966974149,,0,0,2.09E-08
AQUDEX_clean,3.06027,3.40946,2214.63,0.339,,5.707138423,,0,0,2.85E-08
AQUDIB_clean,10.66047,11.3193,3881.07,0.64332,,0.13234736,,0,0,2.94E-08
AQUDOH_clean,3.06264,3.69604,2231.83,0.34254,,5.449895214,,0,0,2.03E-08
AQUKII_clean,2.3664,3.88786,852.316,0.44106,,3.693004504,,6.68E-180,1.30E-20,5.49E-19
ARADEE_clean,4.90117,5.72564,4887.57,0.63564,,0.381441544,,8.27E-08,0,6.60E-08
ARAFEF_clean,8.47982,8.62438,2186.41,0.6569,,0.295376654,,0,6.11E-08,0
ARAFIJ_clean,6.8123,7.20145,1937.55,0.61542,,0.509217983,,0,3.83E-08,0
ARAFOP_clean,4.89644,5.43732,1567.12,0.5245,,0.888474905,,0,2.49E-08,0
ARAGOR_clean,3.74983,6.03338,5100.07,0.58136,,0.481399129,,0,0,1.56E-07
ARAHIM01_clean,2.51943,3.34494,1543.26,0.39754,,0.074092302,,0,0,5.53E-16
ARAHIM02_clean,2.6056,3.39565,1558.48,0.39918,,0.101724047,,0,0,1.61E-13
ARAHIM_clean,2.605,3.3951,1558.17,0.40086,,0.096841626,,0,0,1.55E-13
ARIDIQ_clean,5.28463,6.75058,9837.7,0.56532,,0.213821217,,0,1.39E-08,3.48E-08
ARINOF_clean,3.03389,4.26614,1384.71,0.42928,,1.902846063,,0,1.09E-08,0
ARINUL_clean,3.53001,4.41817,3187.7,0.43358,,2.368584249,,0,0,4.88E-08
AROFAP_clean,4.00133,6.10168,3565.41,0.55186,,1.912035072,,0,0,0
AROFET_clean,4.76563,8.02327,3248.15,0.66724,,0.371092345,,1.42E-08,9.04E-09,1.52E-08
ARUCOH01_clean,2.00903,5.18742,3603.92,0.44952,,3.554274538,,0,0,0
ARUCUN_clean,1.82244,5.02417,1790.39,0.45068,,5.166290158,,0,0,0
ARUDAU_clean,1.9157,5.46406,1826.7,0.45902,,4.79244217,,0,0,5.74E-161
ARUJED_clean,2.47304,3.61228,3957.95,0.40276,,2.740321204,,0,9.84E-18,0
ARUYES_clean,4.49485,5.1874,2516.6,0.5347,,1.253944639,,1.31E-08,8.24E-158,0
ARUYOB_clean,2.89969,4.41977,1987.81,0.55748,,0.748447073,,1.44E-122,0,1.28E-09
ARUYUH01_clean,3.71794,4.72767,2046.32,0.58204,,0.819605273,,0,0,4.26E-08
ARUYUH_clean,3.45916,4.39314,2041.18,0.56778,,0.748313268,,0,0,2.35E-08
ASACON_clean,4.98289,5.79075,2964.91,0.43792,,0.361514104,,1.01E-07,0,0
ASADAA_clean,4.22383,5.63989,2830.39,0.4889,,0.557768333,,7.35E-14,0,4.57E-08
ASAHEJ_clean,6.29085,6.91226,3067.94,0.56236,,0.048962602,,6.02E-08,1.64E-181,0
ASAJOU_clean,2.94405,4.31812,2716.02,0.42192,,14.22364538,,0,3.73E-08,0
ASALAH_clean,2.81568,3.67073,1091.44,0.45808,,5.609821549,,1.74E-12,0,0
ASALIP_clean,2.17706,3.82834,1021.06,0.40134,,15.0048708,,0,0,0
ASALOV_clean,2.43491,4.37561,2121.73,0.41996,,5.051030619,,0,0,8.39E-276
ASAMUE_clean,2.696,4.80628,9266.83,0.4422,,0.277714974,,1.32E-10,2.62E-17,0
ASANAL_clean,3.40811,4.98012,3566.41,0.45466,,3.000614645,,5.00E-08,0,0
ASECUY_clean,5.08025,6.03074,7346.92,0.48214,,0.246878158,,3.14E-08,0,0
ASEJOZ01_clean,3.65396,4.13904,3036.95,0.4974,,0.249483629,,1.05E-07,0,6.39E-34
ASEJOZ_clean,3.63658,4.12559,3023.3,0.4951,,0.273194469,,3.00E-193,1.33E-85,6.10E-08
ASEKAM_clean,4.3505,5.42253,1884.92,0.54266,,1.456382845,,0,0,2.78E-08
ASEXED_clean,3.64092,6.97079,4484.07,0.54458,,30.15950986,,6.04E-09,2.04E-09,1.05E-16
ASINAT_clean,7.20327,9.41772,7486.03,0.66172,,0.298770666,,0,1.75E-09,3.19E-09
ASINEX_clean,6.99114,12.46766,66008,0.69028,,0.170570665,,0,0,0
ASINIB_clean,6.83107,12.35885,65184,0.68502,,0.178583413,,0,0,0
ASIQEA_clean,6.08669,9.13751,4194.97,0.58614,,0.530271681,,1.87E-17,6.76E-17,7.90E-10
ASIQIE_clean,6.08798,9.13846,4237.16,0.58638,,0.493474664,,1.41E-13,2.58E-12,2.26E-09
ASIRUR_clean,2.35695,3.10995,1195.94,0.35686,,0.281612743,,0,2.98E-14,0
ASIVAB_clean,6.89145,12.01987,23182.6,0.77716,,0.101791998,,1.08E-07,2.96E-09,5.31E-09
ASIVEF_clean,6.91082,11.29661,22579.9,0.744,,0.139856371,,2.61E-09,7.68E-09,2.34E-08
ASOHUL_clean,6.22719,6.40146,1451.3,0.60596,,0.132294477,,0,5.05E-08,0
ASOSUY_clean,3.82913,7.78615,5678.9,0.65332,,0.624414363,,8.25E-09,8.33E-09,2.14E-08
ASOVEL_clean,5.2316,5.95788,3113.35,0.46738,,0.527416957,,0,4.70E-08,0
ASOYOY_clean,5.57277,9.27586,16313.6,0.65566,,0.455148347,,0,2.60E-08,0
ASUBIB_clean,4.19092,5.73608,1823.61,0.5258,,0.784174812,,3.15E-08,2.12E-110,1.19E-07
ASUJIJ_clean,2.47404,3.04562,3314.56,0.43904,,4.583508589,,2.97E-87,0,7.75E-21
ASUKEE01_clean,2.97208,4.55619,13312,0.4542,,4.211950091,,0,0,0
ASUKEE_clean,2.97883,4.54995,13344.1,0.45576,,4.09243652,,0,0,0
ASUWUI_clean,4.34208,6.89824,4561.92,0.49434,,0.839968413,,0,1.55E-09,7.17E-08
ATAFIK_clean,5.58229,6.24975,4164.32,0.6263,,0.220343837,,3.50E-08,1.76E-07,1.77E-07
ATAYAX_clean,5.27943,10.72967,7213.8,0.70596,,0.311572483,,1.32E-08,1.34E-08,1.27E-07
ATAYEB_clean,5.20624,9.42547,7013.96,0.6919,,0.334839501,,1.04E-08,1.29E-08,1.44E-07
ATEJOA_clean,3.80046,4.31632,1476.07,0.3857,,2405.581208,,0,1.17E-07,8.35E-20
ATEXII_clean,2.17885,3.78872,2785.46,0.44564,,2.499712323,,9.77E-71,0,0
ATEYED_clean,5.91621,7.44729,7603.43,0.76132,,0.075877633,,0,1.11E-08,9.35E-09
ATEYOP_clean,7.99922,10.05672,31868.3,0.7196,,0.281889957,,0,0,0
ATEYUV_clean,7.91138,9.77461,31056.2,0.71308,,0.360823769,,0,0,0
ATEZAC_clean,7.65436,10.67641,17029.5,0.7376,,0.147115412,,2.74E-08,3.23E-08,3.81E-08
ATEZEG_clean,7.44101,10.29359,16139.1,0.7135,,0.336257232,,0,4.20E-08,2.14E-08
ATEZIK_clean,7.52316,10.4976,16868.9,0.72512,,0.241449969,,0,3.11E-08,1.38E-08
ATIBAG_clean,3.61301,4.58525,1752.61,0.4548,,0.214754246,,8.57E-08,0,0
ATIBIO_clean,2.84694,4.22739,1783.5,0.40806,,0.156027952,,0,1.71E-11,0
ATIBOU01_clean,3.81397,4.79621,1813.75,0.47508,,0.173566573,,1.30E-07,0,0
ATIBOU02_clean,3.81301,4.80419,1817.65,0.47796,,0.169905778,,0,1.29E-07,0
ATIBOU_clean,3.48894,4.58149,1737.42,0.44968,,0.228508363,,1.06E-07,0,0
ATIBUA_clean,3.53684,4.477,1723.82,0.44524,,0.236778339,,5.50E-08,0,0
ATICAH_clean,3.59609,4.94651,1810.98,0.47108,,0.166429082,,1.21E-07,0,0
ATICEL_clean,3.44574,4.54458,1794.35,0.46218,,0.172626182,,1.06E-07,0,0
ATIJUJ_manual,16.56332,17.04916,3081.95,0.68866,,0.029707013,,8.98E-12,2.47E-131,0
ATIRUS_clean,3.56128,4.358,2411.37,0.40678,,0.058105298,,0,0,1.01E-07
